职位名称,职位类别,招聘人数,工作地点,发布时间,详细链接,工作职责,工作要求
MIG02-战略运营经理,市场类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32232&keywords=&tid=0&lid=0,"1. 建立战略运营流程，并贯彻执行； 
2. 负责战略运营资源的协调与组织，确保相关利益方协同工作； 
3. 负责战略运营评估计划的制定、跟踪和维护，确保按计划完成； 
4. 负责制定并推广战略运营规范，确保战略运营相关事务有序推进； 
5. 及时发现并跟踪解决战略运营相关问题，有效管理风险
","1. 本科及以上学历，计算机、通信或相关专业，研究生毕业尤佳； 
2. 2年以上相关工作经验；有互联网产品策划/运营经验优先； 
3. 具备良好的商业分析能力，具备大局观，能从行业、业务整体的角度看问题； 
4. 具备优秀的问题解决能力，能分析问题、提出可行、有效的解决方案； 
5. 具备良好的沟通技巧和团队合作精神，能够建立良好的团队氛围； 
6. 具有较强的执行力，推动团队向目标前进； 善于归纳总结，能够推动团队效率不断提升
"
MIG10-实物商城产品策划（深圳）,产品/项目类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32231&keywords=&tid=0&lid=0,"1. 负责市场/用户需求调研、用户习惯研究、需求分析；
2. 负责移动端APP/H5的交互设计，产品设计、交互原型；
3. 负责运营后台系统设计和搭建；
4. 作为产品负责人，结合运营、市场、商务等部门需求，推进产品开发优化计划。
","1. 3年以上互联网产品经理经验，1年以上移动互联网产品经验；
2. 具备电商类、3C类、智能硬件相关行业经验为佳；
3. 具备良好的洞察力，关注用户体验，具备优秀的前端产品设计能力；
4. 具备较好的项目管理能力，明确各产品的定位和阶段性目标；
5. 具备敏锐的行业意识，熟悉并热爱电商行业。
"
20718-算法工程师（AI语音方向）,技术类,2,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32230&keywords=&tid=0&lid=0,"1. 负责建立语音识别平台；
2. 语音识别算法优化，负责海量文本的语义聚类，分类，不断提升覆盖度和准确度等。
","1. 具备深厚的数理功底和研究型工作的经验； 
2. 具备良好的程序基础，实战能力强，能够独立分析和解决技术问题； 
3. 学习能力强，思维敏捷严密，能够快速学习掌握新领域的知识和技能； 
4. 具备语音识别、深度学习相关研究和项目经验； 至少熟悉一种语音识别开源项目；
5. 良好的团队协作能力和沟通能力。
"
SA-腾讯社交广告产品市场经理（北京）,市场类,2,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=31728&keywords=&tid=0&lid=0,"1. －制定QQ|QQ空间广告的市场宣广整体方案及执行策略，管控预算、供应商等各类市场资源，通过合适的市场活动、推广渠道及手段，提升QQ|QQ空间广告的市场认知、使用率和渗透率。
2. －与产品团队合作，深入了解产品价值及诉求，通过市场分析，明确产品的市场定位和核心宣广信息，并以此为基础产出内容用于内外部沟通，提升客户对广告产品的理解和应用。
3. －对行业及客户深入洞察，捕捉市场趋势和客户需求，推动产品解决方案的出现，并通过市场的方式进行包装与推广。
","1. －5年以上广告、互联网市场工作经验，对于广告平台、产品及广告主营销诉求有深入了解及洞察；
2. －有丰富的市场宣广经验，能够独立策划、领导、落地整合营销项目，有市场预算及供应商管理经验；
3. －具有优秀的沟通协调、跨部门合作能力，能够有效影响内外部干系人乃至上级；
4. －思维清晰、文笔卓越，有优秀的内容撰写和演讲技巧；
5. －具有创业精神，勇于创新，能够创造性的解决问题，适应节奏快、变化快、强度高、跨部门合作频繁的工作环境；
6. －具有2B市场经验的候选人优先
"
SA-腾讯社交广告系统后台开发高级工程师（深圳）,技术类,3,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=31810&keywords=&tid=0&lid=0,"1. 负责腾讯社交广告系统后台架构设计与算法优化，主要包括如下系统：
2. --广告检索
3. --广告播放
4. --广告平台基础公共库
5. --海量日志处理
","1. 本科及以上学历，计算机相关专业，具备硕士、博士学历或ACM获奖经历优先
2. 具有扎实的数据结构、算法基础、编码能力，熟悉C、C++、Java或其他编程语言
3. 有较强的学习能力和逻辑思维能力，具备良好的问题分析与解决能力
4. 善于沟通，工作积极主动，责任心强，具备良好的团队协作能力
5. 具备广告系统、搜索系统、存储、推荐、检索系统、Hadoop数据处理或其他分布式系统开发经验优先
"
18797-休闲创新游戏策划（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=32240&keywords=&tid=0&lid=0,"1. 研究轻度休闲游戏为主，寻找市场机会
2. 对游戏的核心玩法进行拆解，优化，本地化；游戏预研，demo制作等前期研发工作
3. 迸发全新的创意； 表现独特的风格； 打造极致的体验。
","1. 本科及以上学历；
2. 热爱游戏，熟悉游戏市场，关注游戏前沿，对游戏行业有一定的前瞻性；
3. 有优秀的动手和自学能力，有良好的逻辑思维、产品视野和审美；
4. 有良好的沟通能力和团队协作能力，能够凝聚和辅导团队，团结美术、开发及其他策划，推动产品研发顺利进行；
5. IGF、Indiecade等独立游戏活动获奖者，或优秀独立游戏的核心成员优先。
"
MIG03-后台开发工程师（深圳）,技术类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=32215&keywords=&tid=0&lid=0,"1. 负责MIG无线研发管理平台建设，包括但不限于持续交付、异常上报、组件管理。
","1. 本科以上学历，具有三年后台开发经验；
2.  熟悉Linux/Unix环境，精通Java开发，熟悉TCP/UDP协议网络编程，熟悉Python、Shell等脚本语言；
3.  具备优秀的学习能力、热衷Growth Hacking（增长骇客）者优先；
4.  具备优秀的分析解决问题能力和沟通协作能力；
"
OMG097-容器平台运营开发高级工程师（深圳）,技术类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=32115&keywords=&tid=0&lid=0,"1. 负责Docker容器云平台的设计和开发工作，负责平台需求分析、数据分析、方案设计实现及业务落地支撑；
2. 负责Docker、Kubernetes等关键技术研究和开发工作。
","1. 本科及以上学历，3年以上linux下开发经验，具有分布式系统开发和架构设计经验，对多进程多线程及网络编程有较深刻理解；
2. 熟练掌握C/C++、PHP至少一种开发语言，熟悉mysql、redis并能快速根据需求进行高性能数据库表及数据结构设计；
3. 掌握kubernetes、mesos等编排服务框架并能进行二次开发，熟悉Docker容器相关开源技术，具备Docker容器实践经验；
4. 良好学习沟通能力、服务理念、合作精神，强烈的责任心和主动性，对负责工作具备owner意识并具备较强的抗压能力；
5. 有以下经验者优先：
6. 有运维自动化、监控系统、发布系统及运维支撑系统开发经验者优先；
7. 掌握Docker源码及Go语言开发，有容器云运维开发和设计经验者优先。
"
SNG06-鹅漫U品影视IP商务经理（深圳）,市场类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=32246&keywords=&tid=0&lid=0,"1. 负责手Q鹅漫U品商城，影视类IP的合作引入、衍生产品供应商的合作和拓展；
2. 制定商城IP及货品引入及上线计划，统筹整体项目进度；
3. 负责整合影视IP及平台供应商资源，探索创新型商业合作模式。
","1. 熟悉国内外影视市场，具备较丰富的影视合作资源和成功的合作案例；
2. 了解IP授权合作模式，对IP衍生品感兴趣；
3. 项目统筹能力强，推动力和执行力强；
4. 有激情，有一定抗压能力。
"
SNG06-鹅漫U品动漫IP商务经理（深圳）,市场类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=32245&keywords=&tid=0&lid=0,"1. 负责手Q鹅漫U品商城，动漫类IP的合作引入、衍生产品供应商的合作和拓展；
2. 制定商城IP及货品引入及上线计划，统筹整体项目进度；
3. 负责整合动漫IP及平台供应商资源，探索创新型商业合作模式。
","1. 熟悉国内外动漫产业，熟悉日本及国内各大动漫版权公司；
2. 具备较丰富的动漫IP合作资源和成功的合作案例；
3. 了解IP授权合作模式，对IP衍生品感兴趣；
4. 项目统筹能力强，推动力和执行力强；
5. 有激情，有一定抗压能力。
"
OMG148-PHP后台开发高级工程师（北京）,技术类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=32243&keywords=&tid=0&lid=0,"1. 负责腾讯智慧校园业务的后台系统设计及相关编码工作；
2. 负责对现行系统的性能优化及数据库优化。
","1. 计算机相关专业本科以上学历；
2. 3年以上服务器端PHP开发经验，拥有大型系统开发经验者优先；
3. 熟悉Linux常用命令，熟悉YII框架；
4. 熟悉mysql、redis及常用优化方案；
5. 具有良好的责任心、团队意识、沟通能力，能够承担较重工作压力。
"
6486-秘书（成都）,职能类,1,成都,2017-08-23,http://hr.tencent.com/position_detail.php?id=32242&keywords=&tid=0&lid=0,"1. 支持上级工作，协助上级做好部门管理及团队融合； 
2. 担任部门内各项行政人事工作接口人，包括人事、采购、考勤、资产、费用、合同、文档、书籍、资料管理等，统筹管理相关事务，优化工作流程等； 
3. 及时传达公司下发的相关规定，并协助执行； 
4. 协助制定并实施部门的管理规章制度及各项流程； 
5. 组织活动和文化落地，活跃部门组织氛围。
","1. 大学本科及以上学历；
2. 三年及以上秘书相关工作经验，外语能力强者优先考虑；
3. 工作及时高效，抗压性强，具备较好的时间管理意识；
4. 工作例行化程度高，做事清晰有条理，善于总结陈述，具有全局观及项目预见性、前瞻意识；
5. 具备优秀的服务意识、高度责任感及团队合作精神，能够与上级、员工保持良好的工作关系，进行有效的沟通；
6. 熟练运用各种日常办公软件及办公设备，能独立组织大型团队活动并有创新意识；
7. 热情开朗，有良好的情绪管理能力，为人正直，处事公正，亲和力好，形象气质佳。
"
21229-游戏后台开发(上海),技术类,1,上海,2017-08-23,http://hr.tencent.com/position_detail.php?id=32241&keywords=&tid=0&lid=0,"1. 负责Linux环境下游戏服务器架构设计、游戏系统开发、运营及支撑工具开发；
2. 负责需求讨论、版本发布以及问题定位处理。
","1. 本科以上学历，计算机相关专业；
2. 3年以上类Unix下C/C++开发经验，熟练掌握常用数据结构和算法；
3. 熟悉类Unix操作系统原理以及Bash应用；熟悉MySql/Oracle等关系型数据库, 或者Redis等No-SQL数据库开发和使用；
4. 熟悉TCP/IP，对负载均衡、容灾扩容、高并发有较为深刻的认识；
5. 熟悉设计模式、RPC机制、数据序列化与反序列化以及线程、协程、多进程的使用和原理；
6. 熟悉Python或其他胶水语言，有高效开发使用工具经验者优先；
7. 熟悉分布式系统、消息中间件者优先；
8. 对游戏后台技术满怀热忱，积极学习新技术，主动发现问题，精益求精；
9. 需要较强的沟通能力，善于团队协作。
"
